Rk_x,Player,Age_x,Team,Pos,G_x,GS_x,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Player-additional_x,Rk_y,Age_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards_y,Player-additional_y,Rk,Tm,Salary,VORP_norm,BPM_norm,TS%_norm,WS_norm,PTS_norm,MPG_norm,AST_norm,TRB_norm,PER_norm,STL_norm,BLK_norm,Score,ValuePerMillion
94.0,Jaime Jaquez Jr.,24.0,MIA,SF,75.0,1.0,28.3,6.2,12.2,0.507,0.8,2.4,0.317,5.4,9.8,0.555,0.539,2.2,2.9,0.769,1.3,3.7,5.0,4.7,0.7,0.3,2.0,1.8,15.4,6MOY-2,jaqueja01,62.0,24.0,SF,75.0,1.0,2121.0,15.7,0.57,0.2,0.236,4.7,13.7,9.2,24.0,1.1,0.9,13.1,22.3,2.2,2.0,4.2,0.094,0.3,-0.1,0.1,1.1,6MOY-2,jaqueja01,289,MIA,3861600.0,0.3538461538461538,0.368,0.5096774193548383,0.3981481481481482,0.4637096774193548,0.6908396946564886,0.5733333333333334,0.41111111111111115,0.37755102040816324,0.27777777777777773,0.19999999999999998,0.39496534336770384,0.29233270721737936
95.0,Andrew Wiggins,30.0,MIA,SF,68.0,68.0,30.3,5.7,12.1,0.475,2.0,4.9,0.414,3.7,7.2,0.516,0.559,1.9,2.4,0.784,1.7,3.1,4.8,2.7,1.1,1.0,1.5,2.3,15.4,,wiggian01,68.0,30.0,SF,68.0,68.0,2063.0,15.1,0.586,0.406,0.197,5.7,10.8,8.3,12.3,1.7,3.0,10.3,19.7,2.2,2.3,4.6,0.106,0.7,0.5,1.2,1.7,,wiggian01,61,MIA,28223215.0,0.4461538461538461,0.456,0.6129032258064513,0.4351851851851852,0.4637096774193548,0.7671755725190841,0.3066666666666667,0.3888888888888889,0.3469387755102041,0.5000000000000001,0.9,0.48995285836427355,0.1466861103295293
96.0,Naji Marshall,28.0,DAL,SF,74.0,47.0,29.5,5.7,11.1,0.51,0.8,2.9,0.291,4.8,8.2,0.587,0.548,3.1,4.1,0.76,0.9,3.8,4.7,3.3,1.1,0.1,1.6,1.9,15.2,,marshna01,56.0,28.0,SF,74.0,47.0,2184.0,15.4,0.592,0.259,0.365,3.2,13.6,8.4,16.4,1.8,0.2,11.1,20.5,2.5,1.8,4.3,0.095,-0.7,0.1,-0.6,0.8,,marshna01,185,DAL,9000000.0,0.3076923076923077,0.312,0.6516129032258062,0.4074074074074074,0.4556451612903225,0.7366412213740459,0.38666666666666666,0.3777777777777778,0.3622448979591837,0.5000000000000001,0.0,0.3810289063466536,0.1734137285177238
97.0,Onyeka Okongwu,25.0,ATL,C,74.0,63.0,31.0,5.6,11.6,0.48,1.9,5.2,0.376,3.6,6.4,0.564,0.564,2.1,2.7,0.757,1.9,5.7,7.6,3.1,1.1,1.1,1.7,3.3,15.2,,okongon01,36.0,25.0,C,74.0,63.0,2297.0,15.9,0.592,0.445,0.235,6.5,20.3,13.3,13.9,1.7,3.1,11.8,19.5,2.6,3.3,6.0,0.125,-0.1,0.8,0.7,1.6,,okongon01,117,ATL,15000000.0,0.23232323232323235,0.3349753694581281,0.29687499999999983,0.3904109589041096,0.48770491803278687,0.8448979591836736,0.2692307692307693,0.47524752475247517,0.2579185520361992,0.7692307692307694,0.3333333333333333,0.36988090810171576,0.13658569104485938
98.0,Russell Westbrook,37.0,SAC,SF,64.0,58.0,29.0,5.6,13.1,0.427,2.0,5.9,0.338,3.6,7.2,0.5,0.503,2.0,2.9,0.694,1.3,4.2,5.4,6.7,1.3,0.2,3.3,2.3,15.2,,westbru01,104.0,37.0,SF,64.0,58.0,1853.0,15.1,0.528,0.452,0.218,4.7,16.6,10.5,34.3,2.2,0.6,18.5,25.9,-0.6,0.9,0.4,0.009,0.6,-1.0,-0.4,0.7,,westbru01,368,SAC,2296274.0,0.29230769230769227,0.32799999999999996,0.238709677419355,0.0462962962962963,0.4556451612903225,0.717557251908397,0.84,0.4555555555555556,0.3469387755102041,0.6111111111111112,0.1,0.3466143189535352,0.41696066641305773
99.0,Nikola Vučević,35.0,2TM,C,64.0,49.0,28.4,6.2,12.5,0.493,1.6,4.2,0.369,4.6,8.3,0.557,0.556,1.2,1.5,0.828,2.0,6.4,8.4,3.3,0.6,0.6,1.3,2.0,15.1,,vucevni01,111.0,35.0,C,64.0,49.0,1818.0,17.7,0.574,0.339,0.116,7.5,23.9,15.8,17.7,1.0,2.0,9.2,21.4,2.5,1.9,4.4,0.116,1.4,0.1,1.5,1.6,,vucevni01,87,BOS,21481481.0,0.23232323232323235,0.374384236453202,0.22656249999999975,0.28082191780821925,0.4836065573770492,0.7387755102040816,0.2884615384615385,0.5544554455445544,0.3393665158371041,0.3846153846153847,0.16666666666666666,0.3392816169822894,0.11061638912810864
100.0,Anthony Black,22.0,ORL,PG,64.0,40.0,29.8,5.4,12.1,0.447,1.6,4.7,0.333,3.8,7.4,0.519,0.512,2.6,3.6,0.732,0.7,3.1,3.8,3.7,1.4,0.7,2.1,2.7,15.0,,blackan01,95.0,22.0,PG,64.0,40.0,1910.0,13.7,0.549,0.389,0.299,2.7,11.6,7.1,18.5,2.3,2.1,13.1,22.2,0.3,2.4,2.6,0.067,-1.2,0.7,-0.6,0.7,,blackan01,205,ORL,7970280.0,0.24468085106382975,0.3526315789473684,0.5021459227467813,0.25,0.39344262295081966,0.7060931899641578,0.2954545454545454,0.38356164383561636,0.2962962962962963,0.5555555555555554,0.8749999999999999,0.3736593434001956,0.1800143618110179
102.0,Brice Sensabaugh,22.0,UTA,SF,75.0,22.0,23.5,5.3,11.4,0.46,2.2,5.9,0.367,3.1,5.5,0.559,0.554,2.2,2.7,0.826,0.7,2.3,3.1,1.9,0.7,0.2,1.7,1.9,14.9,,sensabr01,120.0,22.0,SF,75.0,22.0,1762.0,14.4,0.59,0.516,0.235,3.4,11.0,7.1,12.4,1.4,0.7,11.6,24.9,1.0,0.1,1.1,0.029,0.4,-3.0,-2.6,-0.3,,sensabr01,334,UTA,2693760.0,0.13846153846153844,0.152,0.6387096774193546,0.11111111111111113,0.4435483870967742,0.5076335877862596,0.2,0.2,0.3112244897959184,0.27777777777777773,0.1,0.2652552725652103,0.267681001235426
103.0,Ayo Dosunmu,26.0,2TM,SG,69.0,19.0,27.3,5.6,10.8,0.517,1.8,4.1,0.439,3.8,6.8,0.563,0.599,1.8,2.1,0.876,0.7,2.8,3.4,3.6,0.8,0.3,1.4,1.9,14.8,6MOY-9,dosunay01,100.0,26.0,SG,69.0,19.0,1881.0,16.5,0.63,0.375,0.194,2.7,10.7,6.8,19.6,1.5,0.8,10.6,20.2,3.5,1.3,4.9,0.124,1.3,-0.3,1.0,1.4,6MOY-9,dosunay01,211,MIN,7518518.0,0.5087719298245613,0.6693548387096776,0.7203791469194315,0.6451612903225807,0.46360153256704983,0.6831275720164609,0.5555555555555555,0.41379310344827586,0.5897435897435898,0.33333333333333337,0.23076923076923075,0.527338853465385,0.2613992987624035
104.0,Kyshawn George,22.0,WAS,SF,48.0,48.0,29.0,5.3,12.0,0.438,2.1,5.4,0.381,3.2,6.6,0.486,0.524,2.2,2.7,0.802,0.9,4.2,5.1,4.5,1.0,0.9,2.6,3.5,14.8,,georgky01,192.0,22.0,SF,48.0,48.0,1391.0,13.8,0.559,0.451,0.227,3.3,15.9,9.5,22.4,1.6,2.7,16.5,22.8,0.1,0.5,0.6,0.022,-0.5,-0.6,-1.2,0.3,,georgky01,322,WAS,2966760.0,0.23076923076923078,0.264,0.4387096774193551,0.06481481481481481,0.43951612903225806,0.717557251908397,0.5466666666666666,0.4222222222222222,0.2806122448979592,0.4444444444444445,0.8,0.3464099904948289,0.31854657848635753
105.0,Jaden McDaniels,25.0,MIN,PF,73.0,73.0,31.7,5.7,11.1,0.515,1.4,3.4,0.412,4.3,7.7,0.562,0.579,2.0,2.4,0.835,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.3,14.8,,mcdanja02,35.0,25.0,PF,73.0,73.0,2316.0,14.0,0.611,0.309,0.218,3.7,10.9,7.4,12.2,1.7,2.7,12.9,18.5,2.5,2.7,5.2,0.109,-0.9,0.6,-0.3,1.0,,mcdanja02,79,MIN,24393104.0,0.3725490196078431,0.3509933774834437,0.6516393442622952,0.5760869565217391,0.5,0.8645418326693226,0.4181818181818182,0.2417582417582418,0.3059701492537313,0.6000000000000001,0.5263157894736842,0.45701770568281475,0.14307286057164098
106.0,Peyton Watson,23.0,DEN,SF,54.0,40.0,29.6,5.3,10.8,0.491,1.5,3.6,0.411,3.8,7.1,0.531,0.56,2.6,3.5,0.73,0.9,4.0,4.9,2.1,0.9,1.1,1.7,2.5,14.6,,watsope01,148.0,23.0,SF,54.0,40.0,1598.0,14.3,0.594,0.339,0.325,3.6,14.4,9.3,9.7,1.5,3.6,12.3,20.6,1.0,1.6,2.6,0.078,-0.8,-0.5,-1.2,0.3,,watsope01,279,DEN,4356476.0,0.23076923076923078,0.264,0.6645161290322579,0.25000000000000006,0.43145161290322576,0.7404580152671757,0.22666666666666668,0.4000000000000001,0.30612244897959184,0.38888888888888884,1.0,0.37626494990725123,0.2556732273651773
107.0,Mikal Bridges,29.0,NYK,SF,82.0,82.0,32.8,5.8,11.7,0.49,1.9,5.1,0.371,3.9,6.6,0.582,0.571,1.0,1.2,0.827,1.0,2.8,3.8,3.7,1.3,0.8,1.0,2.0,14.4,,bridgmi01,6.0,29.0,SF,82.0,82.0,2692.0,15.3,0.587,0.436,0.102,3.3,9.7,6.5,15.9,2.0,2.4,7.6,17.3,4.7,3.3,8.0,0.143,1.3,1.4,2.7,3.2,,bridgmi01,77,NYK,24900000.0,0.676923076923077,0.5760000000000001,0.6193548387096771,0.75,0.42338709677419356,0.8625954198473282,0.44000000000000006,0.2777777777777778,0.3571428571428572,0.6111111111111112,0.7000000000000001,0.5920678504756073,0.18416553546507602
109.0,Anfernee Simons,26.0,2TM,SG,55.0,5.0,24.9,5.2,11.8,0.44,2.7,6.9,0.385,2.5,4.9,0.517,0.552,1.3,1.4,0.896,0.6,1.9,2.5,2.4,0.5,0.1,1.2,1.7,14.3,,simonan01,198.0,26.0,SG,55.0,5.0,1372.0,14.4,0.576,0.585,0.119,2.5,8.1,5.4,14.6,1.0,0.6,9.1,23.6,1.8,1.1,2.9,0.101,1.2,-1.3,-0.1,0.7,,simonan01,64,CHI,27678571.0,0.3859649122807018,0.5806451612903226,0.4644549763033175,0.4301075268817205,0.4444444444444445,0.5843621399176955,0.33333333333333326,0.25862068965517243,0.45512820512820523,0.16666666666666666,0.07692307692307693,0.4136796641636111,0.12457759920310613
110.0,Jeremiah Fears,19.0,NOP,PG,82.0,49.0,25.8,5.3,12.3,0.434,1.2,3.7,0.33,4.1,8.5,0.48,0.485,2.4,3.0,0.789,0.7,2.9,3.7,3.4,1.2,0.4,2.2,1.8,14.3,,fearsje01,64.0,19.0,PG,82.0,49.0,2112.0,13.8,0.525,0.304,0.245,3.0,12.4,7.7,19.9,2.2,1.3,13.8,25.5,-0.8,1.4,0.6,0.015,-1.4,-1.3,-2.7,-0.4,,fearsje01,210,NOP,7520040.0,0.12765957446808512,0.2421052631578947,0.3991416309012876,0.13095238095238096,0.3704918032786885,0.5627240143369177,0.2613636363636363,0.3698630136986301,0.3004115226337449,0.44444444444444436,0.5,0.274894013830483,0.13624995182380284
112.0,Scoot Henderson,21.0,POR,PG,30.0,10.0,24.9,4.8,11.4,0.418,1.9,5.4,0.352,2.9,6.0,0.478,0.501,2.8,3.3,0.84,0.6,2.1,2.7,3.7,0.9,0.3,2.4,2.8,14.2,,hendesc01,334.0,21.0,PG,30.0,10.0,748.0,12.9,0.553,0.474,0.292,2.6,9.1,5.8,22.8,1.7,1.1,15.9,25.0,0.3,0.7,1.0,0.064,-1.7,-0.5,-2.2,0.0,,hendesc01,165,POR,10748040.0,0.1702127659574468,0.26842105263157895,0.5193133047210302,0.15476190476190477,0.36721311475409835,0.5304659498207885,0.2954545454545454,0.23287671232876714,0.26337448559670784,0.27777777777777773,0.37499999999999994,0.27906259171282977,0.1175137240233152
113.0,P.J. Washington,27.0,DAL,PF,56.0,53.0,31.0,5.3,11.8,0.45,1.4,4.2,0.325,3.9,7.6,0.519,0.508,2.2,3.3,0.687,1.5,5.5,7.0,1.8,1.0,1.1,1.7,2.1,14.2,,washipj01,126.0,27.0,PF,56.0,53.0,1736.0,13.1,0.537,0.356,0.277,5.2,18.7,12.0,8.1,1.5,2.9,11.3,20.1,-0.3,2.0,1.7,0.046,-1.7,0.1,-1.6,0.2,,washipj01,123,DAL,14152174.0,0.2156862745098039,0.2649006622516556,0.3483606557377051,0.1956521739130435,0.47656249999999994,0.8366533864541832,0.2545454545454545,0.5494505494505495,0.27238805970149255,0.5333333333333333,0.5789473684210527,0.3491789141667121,0.13177217920970455
114.0,Ivica Zubac,28.0,2TM,C,48.0,47.0,30.1,6.0,10.0,0.598,0.0,0.0,,6.0,10.0,0.598,0.598,2.1,3.0,0.711,3.4,7.2,10.6,2.2,0.4,0.8,1.8,2.3,14.1,,zubaciv01,178.0,28.0,C,48.0,47.0,1446.0,18.6,0.622,0.0,0.295,13.3,27.2,20.4,11.3,0.6,2.6,13.6,19.2,2.6,1.6,4.2,0.139,0.7,-0.9,-0.3,0.6,,zubaciv01,98,IND,18893980.0,0.13131313131313133,0.28571428571428575,0.41406249999999994,0.2671232876712329,0.4426229508196722,0.8081632653061226,0.18269230769230774,0.7722772277227722,0.3800904977375567,0.23076923076923084,0.23333333333333336,0.2987372453227106,0.10165129932398186
115.0,Tre Jones,26.0,CHI,PG,65.0,41.0,27.0,5.2,9.5,0.553,0.6,2.0,0.315,4.6,7.5,0.616,0.586,2.9,3.5,0.841,0.6,2.6,3.1,5.4,1.2,0.2,1.4,1.4,14.1,,jonestr01,122.0,26.0,PG,65.0,41.0,1752.0,18.7,0.637,0.211,0.368,2.3,9.9,6.2,29.2,2.0,0.5,11.4,19.2,4.6,1.1,5.7,0.157,1.2,0.1,1.3,1.5,,jonestr01,203,CHI,8000000.0,0.32978723404255317,0.4526315789473684,0.8798283261802574,0.43452380952380953,0.36393442622950817,0.6057347670250895,0.4886363636363637,0.2876712328767123,0.5020576131687242,0.44444444444444436,0.25,0.41440790373108455,0.19928807587267555
116.0,Kelly Oubre Jr.,30.0,PHI,SF,50.0,41.0,31.5,5.1,10.9,0.467,1.7,4.8,0.36,3.4,6.1,0.551,0.546,2.2,2.9,0.766,1.0,4.0,5.0,1.6,1.4,0.5,1.4,2.5,14.1,,oubreke01,151.0,30.0,SF,50.0,41.0,1574.0,13.0,0.58,0.439,0.267,3.4,14.2,8.7,7.3,2.1,1.4,10.2,18.2,1.1,1.6,2.7,0.083,-1.3,-0.1,-1.4,0.2,,oubreke01,195,PHI,8382150.0,0.21538461538461537,0.248,0.5741935483870965,0.2592592592592593,0.41129032258064513,0.8129770992366413,0.16000000000000003,0.41111111111111115,0.23979591836734693,0.6666666666666666,0.4,0.3420771004149623,0.16089383625827305
117.0,Santi Aldama,25.0,MEM,PF,43.0,11.0,27.9,5.3,11.1,0.479,1.6,4.7,0.35,3.7,6.4,0.572,0.553,1.8,2.7,0.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,,aldamsa01,233.0,25.0,PF,43.0,11.0,1198.0,16.3,0.572,0.42,0.239,6.0,20.2,13.0,15.7,1.5,2.4,9.5,20.2,1.3,1.0,2.3,0.092,1.3,0.4,1.7,1.1,,aldamsa01,100,MEM,18485916.0,0.392156862745098,0.48344370860927155,0.49180327868852447,0.2608695652173913,0.46875,0.7131474103585657,0.45454545454545453,0.5164835164835165,0.39179104477611937,0.4666666666666666,0.3684210526315789,0.43357377597745966,0.1486364129994197
118.0,Keegan Murray,25.0,SAC,PF,23.0,22.0,34.5,5.5,13.0,0.42,1.3,4.9,0.277,4.1,8.2,0.505,0.472,1.7,2.1,0.776,1.4,4.3,5.7,1.7,1.0,1.6,1.2,1.8,14.0,,murrake02,328.0,25.0,PF,23.0,22.0,793.0,11.7,0.499,0.373,0.163,4.5,14.4,9.3,6.8,1.5,4.2,7.7,18.7,-0.2,0.4,0.2,0.011,-2.0,-1.0,-3.1,-0.2,,murrake02,156,SAC,11144093.0,0.1372549019607843,0.16556291390728475,0.19262295081967212,0.03260869565217392,0.46875,0.9760956175298804,0.23636363636363633,0.40659340659340665,0.22014925373134325,0.5333333333333333,0.8421052631578948,0.30919872547478505,0.12824982231459436
119.0,Devin Vassell,25.0,SAS,SG,67.0,65.0,30.5,4.9,11.3,0.437,2.5,6.4,0.384,2.4,4.8,0.508,0.547,1.6,1.9,0.815,0.6,3.4,4.0,2.5,0.9,0.4,0.9,1.6,13.9,,vassede01,72.0,25.0,SG,67.0,65.0,2044.0,13.0,0.574,0.572,0.172,2.1,11.8,7.1,11.0,1.3,1.1,6.9,18.0,2.3,2.6,4.9,0.115,0.1,0.3,0.5,1.3,,vassede01,65,SAS,27000000.0,0.49122807017543857,0.6290322580645162,0.4549763033175355,0.6451612903225807,0.4291187739463601,0.8148148148148148,0.3518518518518518,0.5172413793103449,0.3653846153846154,0.38888888888888884,0.3076923076923077,0.48777194694739506,0.14799638658655453
120.0,Ace Bailey,19.0,UTA,SF,72.0,61.0,27.6,5.5,12.4,0.443,1.9,5.5,0.344,3.6,6.9,0.522,0.52,0.9,1.2,0.75,1.4,2.8,4.2,1.8,0.8,0.7,1.5,2.7,13.8,,baileac01,82.0,19.0,SF,72.0,61.0,1988.0,11.6,0.533,0.446,0.099,5.5,11.0,8.2,9.7,1.4,2.4,10.3,21.4,-0.4,0.3,-0.1,-0.001,-1.9,-2.5,-4.4,-1.2,,baileac01,184,UTA,9069840.0,0.0,0.007999999999999972,0.27096774193548406,0.0,0.39919354838709675,0.6641221374045803,0.18666666666666665,0.32222222222222224,0.16836734693877548,0.33333333333333337,0.6,0.1908966050049668,0.08657620568661391
121.0,Aaron Nesmith,26.0,IND,SF,45.0,42.0,29.7,4.7,11.4,0.414,2.3,6.2,0.379,2.4,5.2,0.455,0.517,2.0,2.5,0.829,1.1,3.1,4.2,1.9,0.6,0.5,1.4,2.8,13.8,,nesmiaa01,206.0,26.0,SF,45.0,42.0,1335.0,10.8,0.554,0.541,0.217,3.8,11.6,7.6,9.4,0.9,1.5,10.1,19.8,0.1,0.6,0.7,0.026,-1.7,-1.6,-3.4,-0.5,,nesmiaa01,158,IND,11000000.0,0.10769230769230768,0.08800000000000001,0.4064516129032261,0.07407407407407407,0.39919354838709675,0.7442748091603054,0.2,0.32222222222222224,0.12755102040816327,0.2222222222222222,0.4,0.2314372553285347,0.09651683205432272
122.0,Brandin Podziemski,22.0,GSW,SG,82.0,43.0,28.5,4.8,10.6,0.455,1.9,5.0,0.371,2.9,5.5,0.531,0.543,2.3,2.9,0.797,0.9,4.2,5.1,3.7,1.1,0.2,1.6,1.7,13.8,,podzibr01,33.0,22.0,SG,82.0,43.0,2333.0,15.0,0.583,0.476,0.278,3.4,16.9,10.0,19.2,1.8,0.6,11.9,20.1,2.8,2.3,5.1,0.105,0.3,-0.1,0.2,1.3,,podzibr01,295,GSW,3687960.0,0.49122807017543857,0.6048387096774194,0.4976303317535545,0.6666666666666666,0.4252873563218391,0.7325102880658436,0.5740740740740741,0.7068965517241379,0.49358974358974367,0.5000000000000001,0.15384615384615385,0.4943628131690986,0.37880075601432445
123.0,Jalen Suggs,24.0,ORL,PG,57.0,56.0,27.6,4.9,11.4,0.435,2.1,6.3,0.339,2.8,5.1,0.554,0.529,1.8,2.1,0.855,0.6,3.2,3.9,5.5,1.8,0.7,2.7,2.5,13.8,,suggsja01,150.0,24.0,PG,57.0,56.0,1574.0,15.6,0.561,0.555,0.18,2.5,13.2,7.8,29.6,3.2,2.3,17.8,22.9,0.3,2.4,2.7,0.083,0.7,1.8,2.5,1.8,,suggsja01,44,ORL,35000000.0,0.3617021276595745,0.5157894736842106,0.5536480686695281,0.255952380952381,0.35409836065573774,0.6272401433691757,0.5,0.39726027397260266,0.3744855967078189,0.7777777777777776,0.8749999999999999,0.44092384238964466,0.12401706802369497
124.0,De'Andre Hunter,28.0,2TM,SF,45.0,25.0,26.1,4.6,11.1,0.415,1.7,5.5,0.305,3.0,5.7,0.522,0.49,2.8,3.2,0.867,0.7,3.4,4.1,2.0,0.7,0.1,1.7,2.5,13.7,,huntede01,240.0,28.0,SF,45.0,25.0,1176.0,11.4,0.545,0.491,0.285,2.8,14.5,8.7,10.6,1.2,0.5,11.7,22.9,0.1,1.0,1.1,0.044,-2.5,-1.5,-3.9,-0.6,,huntede01,81,SAC,23303571.0,0.0923076923076923,0.04800000000000001,0.34838709677419377,0.11111111111111113,0.39516129032258057,0.6068702290076337,0.21333333333333335,0.3111111111111111,0.15816326530612246,0.27777777777777773,0.0,0.1991635876363565,0.06325451612910545
125.0,Bobby Portis,30.0,MIL,PF,67.0,9.0,24.2,5.5,11.2,0.488,2.0,4.4,0.456,3.4,6.8,0.509,0.578,0.7,1.0,0.706,1.3,5.1,6.4,1.6,0.6,0.2,1.0,1.6,13.7,,portibo01,145.0,30.0,PF,67.0,9.0,1619.0,17.1,0.587,0.395,0.091,6.3,23.5,14.9,10.5,1.2,0.7,7.8,23.1,1.6,1.2,2.8,0.083,1.5,-1.6,0.0,0.8,,portibo01,136,MIL,13445754.0,0.3333333333333333,0.3708609271523179,0.5532786885245901,0.31521739130434784,0.45703124999999994,0.5657370517928286,0.21818181818181823,0.4835164835164836,0.4216417910447761,0.26666666666666666,0.10526315789473685,0.3776313362955345,0.14531752780162907
126.0,John Collins,28.0,LAC,PF,69.0,56.0,27.1,5.3,9.6,0.552,1.3,3.2,0.406,4.0,6.4,0.625,0.62,1.7,2.2,0.766,1.6,3.7,5.3,1.0,0.9,0.7,1.4,2.7,13.6,,collijo01,101.0,28.0,PF,69.0,56.0,1872.0,16.3,0.643,0.332,0.234,7.0,15.6,11.4,5.8,1.6,2.6,11.6,19.5,2.7,1.8,4.6,0.117,0.0,-0.5,-0.5,0.7,,collijo01,68,LAC,26580000.0,0.3137254901960784,0.33774834437086093,0.7827868852459019,0.5108695652173912,0.45312499999999994,0.6812749003984064,0.10909090909090909,0.3626373626373626,0.39179104477611937,0.4666666666666666,0.3684210526315789,0.41388381399132274,0.12617797102759867
127.0,Cedric Coward,22.0,MEM,SG,62.0,47.0,25.8,4.9,10.5,0.471,1.5,4.4,0.338,3.4,6.0,0.568,0.542,2.3,2.7,0.843,1.3,4.5,5.9,2.8,0.6,0.4,1.7,2.0,13.6,ROY-5,cowarce01,147.0,22.0,SG,62.0,47.0,1598.0,15.3,0.585,0.424,0.256,5.5,19.4,12.3,16.0,1.2,1.6,12.7,21.5,1.4,1.1,2.5,0.076,0.4,-0.6,-0.2,0.7,ROY-5,cowarce01,242,MEM,5715120.0,0.3859649122807018,0.5725806451612904,0.5071090047393365,0.38709677419354843,0.41762452107279685,0.6213991769547326,0.40740740740740733,0.8448275862068967,0.5128205128205129,0.2222222222222222,0.3076923076923077,0.4294287136010927,0.2463570338578768
129.0,Ajay Mitchell,23.0,OKC,SG,57.0,16.0,25.8,5.0,10.4,0.485,1.1,3.1,0.347,3.9,7.3,0.543,0.536,2.5,2.8,0.87,0.7,2.6,3.3,3.6,1.2,0.3,1.4,2.1,13.6,6MOY-5,mitchaj01,170.0,23.0,SG,57.0,16.0,1473.0,16.8,0.585,0.298,0.275,3.1,10.6,7.0,20.1,2.3,1.2,10.9,21.8,2.2,2.6,4.8,0.156,0.3,1.6,1.9,1.4,6MOY-5,mitchaj01,319,OKC,3000000.0,0.5087719298245613,0.7419354838709677,0.5071090047393365,0.6344086021505377,0.41762452107279685,0.6213991769547326,0.5555555555555555,0.396551724137931,0.608974358974359,0.5555555555555556,0.23076923076923075,0.5241481424461581,0.4771001998180844
130.0,Naz Reid,26.0,MIN,C,77.0,3.0,26.1,5.2,11.3,0.456,2.1,5.8,0.362,3.1,5.5,0.556,0.549,1.2,1.6,0.732,1.2,5.0,6.2,2.2,1.0,1.0,1.6,2.5,13.6,6MOY-4,reidna01,76.0,26.0,C,77.0,3.0,2007.0,15.4,0.565,0.514,0.141,5.0,20.8,13.1,12.4,1.8,3.4,12.0,22.1,0.9,3.2,4.0,0.097,-0.1,1.0,0.9,1.5,6MOY-4,reidna01,86,MIN,21551724.0,0.22222222222222227,0.3448275862068966,0.19140624999999972,0.2534246575342466,0.4221311475409837,0.6448979591836735,0.18269230769230774,0.3366336633663366,0.2352941176470589,0.6923076923076924,0.3,0.32431800562265073,0.1056253616197829
131.0,Cam Thomas,24.0,2TM,SG,42.0,8.0,21.0,4.5,11.0,0.41,1.2,4.0,0.31,3.3,7.0,0.468,0.466,3.3,4.0,0.811,0.3,1.4,1.7,2.6,0.2,0.1,1.8,1.0,13.5,,thomaca02,307.0,24.0,SG,42.0,8.0,881.0,12.6,0.53,0.364,0.367,1.4,8.1,4.6,21.0,0.5,0.4,12.1,30.3,-0.5,0.1,-0.4,-0.024,-1.2,-3.9,-5.2,-0.7,,thomaca02,239,BRK,6837779.0,0.14035087719298245,0.1693548387096774,0.24644549763033202,0.07526881720430109,0.41379310344827586,0.42386831275720166,0.37037037037037035,0.12068965517241378,0.33974358974358976,0.0,0.07692307692307693,0.2239165557782713,0.11647379383670708
132.0,Tim Hardaway Jr.,33.0,DEN,SG,80.0,6.0,26.6,4.4,9.7,0.447,2.8,6.9,0.407,1.6,2.9,0.541,0.591,2.0,2.5,0.811,0.2,2.4,2.6,1.4,0.5,0.1,0.5,1.3,13.5,6MOY-3,hardati02,61.0,33.0,SG,80.0,6.0,2127.0,13.5,0.624,0.706,0.252,0.9,9.5,5.4,6.9,1.0,0.4,4.7,18.5,3.5,1.0,4.4,0.1,1.3,-1.9,-0.7,0.7,6MOY-3,hardati02,390,DEN,2296274.0,0.3859649122807018,0.5322580645161291,0.6919431279620855,0.5913978494623656,0.41379310344827586,0.654320987654321,0.14814814814814814,0.27586206896551724,0.3974358974358975,0.16666666666666666,0.07692307692307693,0.4198783216165293,0.505093803747598
133.0,Reed Sheppard,21.0,HOU,SG,82.0,21.0,26.2,5.0,11.5,0.43,2.8,7.0,0.394,2.2,4.5,0.486,0.55,0.8,1.0,0.802,0.3,2.6,2.9,3.4,1.5,0.7,1.5,2.0,13.5,6MOY-6,sheppre01,58.0,21.0,SG,82.0,21.0,2147.0,15.7,0.564,0.609,0.091,1.5,10.7,6.1,18.6,2.8,2.3,11.1,21.7,2.7,3.1,5.9,0.131,1.2,1.5,2.7,2.5,6MOY-6,sheppre01,167,HOU,10603560.0,0.7017543859649122,0.8064516129032259,0.40758293838862547,0.7526881720430109,0.41379310344827586,0.6378600823045267,0.5185185185185185,0.3275862068965517,0.5384615384615384,0.7222222222222222,0.5384615384615384,0.6158047185848471,0.2608027191225558
